  0.21250000E+01  0.39842976E-07 -0.99607440E-10  0.83600000E-19  0.10435651E-03
  0.22500000E+01  0.84365090E-07 -0.42182545E-09  0.83600000E-19  0.10435651E-03
  0.23750000E+01  0.13355261E-06 -0.10016446E-08  0.83600000E-19  0.10435651E-03
  0.25000000E+01  0.18738460E-06 -0.18738460E-08  0.83600000E-19  0.10435651E-03
  0.21224412E+01  0.36310174E-07  0.25162315E-01  0.83600000E-19  0.10435647E-03
  0.22448825E+01  0.76802330E-07  0.50324630E-01  0.83600000E-19  0.10435635E-03
  0.23673237E+01  0.12146466E-06  0.75486944E-01  0.83600000E-19  0.10435613E-03
  0.24897650E+01  0.17028014E-06  0.10064926E+00  0.83600000E-19  0.10435586E-03
  0.21148697E+01  0.31227013E-07  0.49294482E-01  0.83600000E-19  0.10435645E-03
  0.22297395E+01  0.65840158E-07  0.98588963E-01  0.83600000E-19  0.10435624E-03
  0.23446092E+01  0.10383076E-06  0.14788344E+00  0.83600000E-19  0.10435588E-03
  0.24594789E+01  0.14518835E-06  0.19717793E+00  0.83600000E-19  0.10435540E-03
  0.21025954E+01  0.24849879E-07  0.71408527E-01  0.83600000E-19  0.10435644E-03
  0.22051909E+01  0.52120280E-07  0.14281705E+00  0.83600000E-19  0.10435620E-03
  0.23077863E+01  0.81805554E-07  0.21422558E+00  0.83600000E-19  0.10435578E-03
  0.24103817E+01  0.11390059E-06  0.28563411E+00  0.83600000E-19  0.10435521E-03
  0.20861209E+01  0.17498429E-07  0.90599098E-01  0.83600000E-19  0.10435644E-03
  0.21722417E+01  0.36438572E-07  0.18119820E+00  0.83600000E-19  0.10435623E-03
  0.22583626E+01  0.56817025E-07  0.27179729E+00  0.83600000E-19  0.10435586E-03
  0.23444835E+01  0.78631305E-07  0.36239639E+00  0.83600000E-19  0.10435533E-03
  0.20661205E+01  0.95330108E-08  0.10608053E+00  0.83600000E-19  0.10435647E-03
  0.21322410E+01  0.19674571E-07  0.21216106E+00  0.83600000E-19  0.10435633E-03
  0.21983615E+01  0.30422934E-07  0.31824160E+00  0.83600000E-19  0.10435610E-03
  0.22644820E+01  0.41776690E-07  0.42432213E+00  0.83600000E-19  0.10435576E-03
  0.20434132E+01  0.13302850E-08  0.11721902E+00  0.83600000E-19  0.10435650E-03
  0.20868263E+01  0.27168773E-08  0.23443803E+00  0.83600000E-19  0.10435648E-03
  0.21302395E+01  0.41595363E-08  0.35165705E+00  0.83600000E-19  0.10435645E-03
  0.21736526E+01  0.56580260E-08  0.46887607E+00  0.83600000E-19  0.10435640E-03
  0.20189285E+01 -0.67403929E-08  0.12355854E+00  0.83600000E-19  0.10435654E-03
  0.20378569E+01 -0.13606115E-07  0.24711708E+00  0.83600000E-19  0.10435665E-03
  0.20567854E+01 -0.20596021E-07  0.37067562E+00  0.83600000E-19  0.10435682E-03
  0.20757139E+01 -0.27708902E-07  0.49423416E+00  0.83600000E-19  0.10435708E-03
  0.19936689E+01 -0.14337531E-07  0.12483956E+00  0.83600000E-19  0.10435658E-03
  0.19873377E+01 -0.28581884E-07  0.24967913E+00  0.83600000E-19  0.10435679E-03
  0.19810066E+01 -0.42731027E-07  0.37451869E+00  0.83600000E-19  0.10435714E-03
  0.19746754E+01 -0.56783019E-07  0.49935825E+00  0.83600000E-19  0.10435763E-03
  0.19686684E+01 -0.21163275E-07  0.12100964E+00  0.83600000E-19  0.10435661E-03
  0.19373369E+01 -0.41650058E-07  0.24201928E+00  0.83600000E-19  0.10435690E-03
  0.19060053E+01 -0.61458209E-07  0.36302892E+00  0.83600000E-19  0.10435735E-03
  0.18746737E+01 -0.80586391E-07  0.48403856E+00  0.83600000E-19  0.10435795E-03
  0.19449507E+01 -0.26973463E-07  0.11222557E+00  0.83600000E-19  0.10435663E-03
  0.18899015E+01 -0.52416735E-07  0.22445113E+00  0.83600000E-19  0.10435695E-03
  0.18348522E+01 -0.76328187E-07  0.33667670E+00  0.83600000E-19  0.10435743E-03
  0.17798029E+01 -0.98707945E-07  0.44890227E+00  0.83600000E-19  0.10435801E-03
  0.19234868E+01 -0.31581906E-07  0.98846967E-01  0.83600000E-19  0.10435663E-03
  0.18469735E+01 -0.60647734E-07  0.19769393E+00  0.83600000E-19  0.10435694E-03
  0.17704603E+01 -0.87196523E-07  0.29654090E+00  0.83600000E-19  0.10435738E-03
  0.16939470E+01 -0.11122972E-06  0.39538787E+00  0.83600000E-19  0.10435786E-03
  0.19051552E+01 -0.33580986E-07  0.81421560E-01  0.83600000E-19  0.10435661E-03
  0.18103105E+01 -0.63814908E-07  0.16284312E+00  0.83600000E-19  0.10435687E-03
  0.17154657E+01 -0.90701231E-07  0.24426468E+00  0.83600000E-19  0.10435721E-03
  0.16206209E+01 -0.11424190E-06  0.32568624E+00  0.83600000E-19  0.10435754E-03
  0.18907067E+01 -0.32133250E-07  0.60662745E-01  0.83600000E-19  0.10435658E-03
  0.17814133E+01 -0.60548248E-07  0.12132549E+00  0.83600000E-19  0.10435676E-03
  0.16721200E+01 -0.85244542E-07  0.18198824E+00  0.83600000E-19  0.10435697E-03
  0.15628267E+01 -0.10622380E-06  0.24265098E+00  0.83600000E-19  0.10435716E-03
  0.18807326E+01 -0.29468366E-07  0.37420390E-01  0.83600000E-19  0.10435655E-03
  0.17614652E+01 -0.55196218E-07  0.74840780E-01  0.83600000E-19  0.10435665E-03
  0.16421978E+01 -0.77183008E-07  0.11226117E+00  0.83600000E-19  0.10435676E-03
  0.15229304E+01 -0.95429933E-07  0.14968156E+00  0.83600000E-19  0.10435685E-03
  0.18756413E+01 -0.25696804E-07  0.12646040E-01  0.83600000E-19  0.10435652E-03
  0.17512827E+01 -0.47983463E-07  0.25292080E-01  0.83600000E-19  0.10435655E-03
  0.16269240E+01 -0.66859396E-07  0.37938120E-01  0.83600000E-19  0.10435658E-03
  0.15025653E+01 -0.82325450E-07  0.50584160E-01  0.83600000E-19  0.10435660E-03
  0.18756413E+01 -0.20952984E-07 -0.12646040E-01  0.83600000E-19  0.10435650E-03
  0.17512827E+01 -0.39125361E-07 -0.25292081E-01  0.83600000E-19  0.10435648E-03
  0.16269240E+01 -0.54516657E-07 -0.37938121E-01  0.83600000E-19  0.10435645E-03
  0.15025653E+01 -0.67127564E-07 -0.50584162E-01  0.83600000E-19  0.10435643E-03
  0.18807326E+01 -0.15393017E-07 -0.37420390E-01  0.83600000E-19  0.10435649E-03
  0.17614652E+01 -0.28832148E-07 -0.74840781E-01  0.83600000E-19  0.10435644E-03
  0.16421978E+01 -0.40317108E-07 -0.11226117E+00  0.83600000E-19  0.10435638E-03
  0.15229304E+01 -0.49848523E-07 -0.14968156E+00  0.83600000E-19  0.10435633E-03
  0.18907067E+01 -0.91944854E-08 -0.60662745E-01  0.83600000E-19  0.10435649E-03
  0.17814133E+01 -0.17325045E-07 -0.12132549E+00  0.83600000E-19  0.10435644E-03
  0.16721200E+01 -0.24391548E-07 -0.18198824E+00  0.83600000E-19  0.10435638E-03
  0.15628267E+01 -0.30394471E-07 -0.24265098E+00  0.83600000E-19  0.10435632E-03
  0.19051552E+01 -0.25572920E-08 -0.81421560E-01  0.83600000E-19  0.10435650E-03
  0.18103105E+01 -0.48596951E-08 -0.16284312E+00  0.83600000E-19  0.10435648E-03
  0.17154657E+01 -0.69071685E-08 -0.24426468E+00  0.83600000E-19  0.10435646E-03
  0.16206209E+01 -0.86998606E-08 -0.32568624E+00  0.83600000E-19  0.10435643E-03
  0.19234868E+01  0.42957977E-08 -0.98846967E-01  0.83600000E-19  0.10435653E-03
  0.18469735E+01  0.82493562E-08 -0.19769393E+00  0.83600000E-19  0.10435657E-03
  0.17704603E+01  0.11860545E-07 -0.29654090E+00  0.83600000E-19  0.10435663E-03
  0.16939470E+01  0.15129561E-07 -0.39538787E+00  0.83600000E-19  0.10435669E-03
  0.19449507E+01  0.11120338E-07 -0.11222557E+00  0.83600000E-19  0.10435656E-03
  0.18899015E+01  0.21609824E-07 -0.22445113E+00  0.83600000E-19  0.10435669E-03
  0.18348522E+01  0.31467787E-07 -0.33667670E+00  0.83600000E-19  0.10435689E-03
  0.17798029E+01  0.40694280E-07 -0.44890227E+00  0.83600000E-19  0.10435713E-03
  0.19686684E+01  0.17654357E-07 -0.12100964E+00  0.83600000E-19  0.10435659E-03
  0.19373369E+01  0.34744387E-07 -0.24201928E+00  0.83600000E-19  0.10435683E-03
  0.19060053E+01  0.51268302E-07 -0.36302892E+00  0.83600000E-19  0.10435721E-03
  0.18746737E+01  0.67224990E-07 -0.48403856E+00  0.83600000E-19  0.10435771E-03
  0.19936689E+01  0.23626262E-07 -0.12483956E+00  0.83600000E-19  0.10435663E-03
  0.19873377E+01  0.47098980E-07 -0.24967913E+00  0.83600000E-19  0.10435698E-03
  0.19810066E+01  0.70414805E-07 -0.37451869E+00  0.83600000E-19  0.10435755E-03
  0.19746754E+01  0.93570539E-07 -0.49935825E+00  0.83600000E-19  0.10435835E-03
  0.20189285E+01  0.28766617E-07 -0.12355854E+00  0.83600000E-19  0.10435665E-03
  0.20378569E+01  0.58068113E-07 -0.24711708E+00  0.83600000E-19  0.10435709E-03
  0.20567854E+01  0.87899602E-07 -0.37067562E+00  0.83600000E-19  0.10435785E-03
  0.20757139E+01  0.11825592E-06 -0.49423416E+00  0.83600000E-19  0.10435892E-03
  0.20434132E+01  0.32823216E-07 -0.11721902E+00  0.83600000E-19  0.10435667E-03
  0.20868263E+01  0.67035747E-07 -0.23443803E+00  0.83600000E-19  0.10435716E-03
  0.21302395E+01  0.10263166E-06 -0.35165705E+00  0.83600000E-19  0.10435802E-03
  0.21736526E+01  0.13960513E-06 -0.46887607E+00  0.83600000E-19  0.10435927E-03
  0.20661205E+01  0.35578176E-07 -0.10608053E+00  0.83600000E-19  0.10435667E-03
  0.21322410E+01  0.73427522E-07 -0.21216106E+00  0.83600000E-19  0.10435716E-03
  0.21983615E+01  0.11354152E-06 -0.31824160E+00  0.83600000E-19  0.10435804E-03
  0.22644820E+01  0.15591490E-06 -0.42432213E+00  0.83600000E-19  0.10435930E-03
  0.20861209E+01  0.36865252E-07 -0.90599098E-01  0.83600000E-19  0.10435665E-03
  0.21722417E+01  0.76767870E-07 -0.18119820E+00  0.83600000E-19  0.10435710E-03
  0.22583626E+01  0.11970068E-06 -0.27179730E+00  0.83600000E-19  0.10435788E-03
  0.23444835E+01  0.16565846E-06 -0.36239639E+00  0.83600000E-19  0.10435899E-03
  0.21025954E+01  0.39863925E-07 -0.71408527E-01  0.83600000E-19  0.10435663E-03
  0.22051909E+01  0.83610825E-07 -0.14281705E+00  0.83600000E-19  0.10435701E-03
  0.23077863E+01  0.13123164E-06 -0.21422558E+00  0.83600000E-19  0.10435768E-03
  0.24103817E+01  0.18271818E-06 -0.28563411E+00  0.83600000E-19  0.10435860E-03
  0.21148697E+01  0.41651956E-07 -0.49294482E-01  0.83600000E-19  0.10435660E-03
  0.22297395E+01  0.87820483E-07 -0.98588964E-01  0.83600000E-19  0.10435688E-03
  0.23446092E+01  0.13849401E-06 -0.14788345E+00  0.83600000E-19  0.10435736E-03
  0.24594789E+01  0.19365857E-06 -0.19717793E+00  0.83600000E-19  0.10435799E-03
  0.21224412E+01  0.41650625E-07 -0.25162315E-01  0.83600000E-19  0.10435655E-03
  0.22448825E+01  0.88098311E-07 -0.50324630E-01  0.83600000E-19  0.10435670E-03
  0.23673237E+01  0.13932951E-06 -0.75486946E-01  0.83600000E-19  0.10435694E-03
  0.24897650E+01  0.19532471E-06 -0.10064926E+00  0.83600000E-19  0.10435725E-03
  0.21250000E+01  0.39842976E-07 -0.99607027E-10  0.83600000E-19  0.10435651E-03
  0.22500000E+01  0.84365090E-07 -0.42182462E-09  0.83600000E-19  0.10435651E-03
  0.23750000E+01  0.13355261E-06 -0.10016433E-08  0.83600000E-19  0.10435651E-03
  0.25000000E+01  0.18738460E-06 -0.18738443E-08  0.83600000E-19  0.10435651E-03
